CashReceiptID,ReceiptNumber,ReceiptDate,CustomerID,SalesInvoiceID,Amount,PaymentMethod,ReferenceNumber,DepositDate,RecordedByEmployeeID
299,CR-2024-000299,2024-03-20,85,242.0,3830.31,Credit Card,AR00000299,2024-03-21,115
300,CR-2024-000300,2024-03-23,86,,4359.87,Wire Transfer,AR00000300,2024-03-24,115
301,CR-2024-000301,2024-03-23,87,1101.0,898.16,Check,AR00000301,2024-03-23,97
302,CR-2024-000302,2024-03-17,88,,6727.15,Wire Transfer,AR00000302,2024-03-18,97
303,CR-2024-000303,2024-03-22,89,,431.1,Credit Card,AR00000303,2024-03-24,11
304,CR-2024-000304,2024-03-24,92,,790.53,ACH,AR00000304,2024-03-26,97
305,CR-2024-000305,2024-03-14,93,103.0,275.6,Check,AR00000305,2024-03-15,115
306,CR-2024-000306,2024-03-20,95,,14714.39,Credit Card,AR00000306,2024-03-21,115
307,CR-2024-000307,2024-03-20,96,,13930.94,Check,AR00000307,2024-03-20,97
308,CR-2024-000308,2024-03-20,98,,9880.02,Credit Card,AR00000308,2024-03-21,97
309,CR-2024-000309,2024-03-20,99,,9339.71,Check,AR00000309,2024-03-20,97
310,CR-2024-000310,2024-03-24,100,764.0,591.24,Check,AR00000310,2024-03-26,97
311,CR-2024-000311,2024-03-17,101,,6811.54,Credit Card,AR00000311,2024-03-17,97
312,CR-2024-000312,2024-03-21,102,,395.09,ACH,AR00000312,2024-03-22,97
313,CR-2024-000313,2024-03-18,104,,21085.63,Wire Transfer,AR00000313,2024-03-20,11
314,CR-2024-000314,2024-03-22,105,1121.0,206.7,Wire Transfer,AR00000314,2024-03-22,97
315,CR-2024-000315,2024-03-17,106,,55329.54,Wire Transfer,AR00000315,2024-03-19,11
316,CR-2024-000316,2024-03-20,107,,8782.57,ACH,AR00000316,2024-03-20,11
317,CR-2024-000317,2024-03-17,108,,6686.09,Check,AR00000317,2024-03-17,115
318,CR-2024-000318,2024-03-16,109,,8890.32,Credit Card,AR00000318,2024-03-16,115
319,CR-2024-000319,2024-03-20,110,,8728.52,ACH,AR00000319,2024-03-20,11
320,CR-2024-000320,2024-03-20,112,,1474.94,Check,AR00000320,2024-03-21,115
321,CR-2024-000321,2024-03-20,113,,17641.67,ACH,AR00000321,2024-03-20,11
322,CR-2024-000322,2024-03-13,114,,4229.2,Wire Transfer,AR00000322,2024-03-13,97
323,CR-2024-000323,2024-03-14,115,,1651.97,Check,AR00000323,2024-03-16,115
324,CR-2024-000324,2024-03-18,116,692.0,6622.69,Wire Transfer,AR00000324,2024-03-18,97
325,CR-2024-000325,2024-03-19,117,,3685.25,Wire Transfer,AR00000325,2024-03-19,11
326,CR-2024-000326,2024-03-17,118,,27218.66,Credit Card,AR00000326,2024-03-18,97
327,CR-2024-000327,2024-03-18,119,,17015.13,Wire Transfer,AR00000327,2024-03-18,115
328,CR-2024-000328,2024-03-16,120,,23716.13,Wire Transfer,AR00000328,2024-03-16,115
329,CR-2024-000329,2024-03-10,121,,1623.27,ACH,AR00000329,2024-03-10,97
330,CR-2024-000330,2024-03-18,122,,735.6,Check,AR00000330,2024-03-19,115
331,CR-2024-000331,2024-03-17,123,,8877.57,ACH,AR00000331,2024-03-19,97
332,CR-2024-000332,2024-03-16,124,189.0,8482.0,Wire Transfer,AR00000332,2024-03-17,97
333,CR-2024-000333,2024-03-17,125,,9953.5,Wire Transfer,AR00000333,2024-03-19,11
334,CR-2024-000334,2024-03-22,127,,460.51,Wire Transfer,AR00000334,2024-03-22,11
335,CR-2024-000335,2024-03-21,128,,5727.6,Wire Transfer,AR00000335,2024-03-22,115
336,CR-2024-000336,2024-03-18,129,,29022.08,Check,AR00000336,2024-03-20,115
337,CR-2024-000337,2024-03-16,130,202.0,7927.21,Credit Card,AR00000337,2024-03-18,97
338,CR-2024-000338,2024-03-21,131,565.0,1673.47,Wire Transfer,AR00000338,2024-03-23,11
339,CR-2024-000339,2024-03-21,132,,297.33,Credit Card,AR00000339,2024-03-21,97
340,CR-2024-000340,2024-03-20,133,,1457.35,Wire Transfer,AR00000340,2024-03-22,97
341,CR-2024-000341,2024-03-16,136,,27091.39,Wire Transfer,AR00000341,2024-03-18,11
342,CR-2024-000342,2024-03-20,138,,4508.85,Check,AR00000342,2024-03-20,11
343,CR-2024-000343,2024-03-24,139,,4575.14,Wire Transfer,AR00000343,2024-03-25,97
344,CR-2024-000344,2024-03-18,140,,5835.32,Check,AR00000344,2024-03-20,97
345,CR-2024-000345,2024-03-20,141,,44432.8,ACH,AR00000345,2024-03-22,97
346,CR-2024-000346,2024-03-19,142,,5379.2,Credit Card,AR00000346,2024-03-21,97
347,CR-2024-000347,2024-03-23,143,717.0,813.0,ACH,AR00000347,2024-03-25,97
348,CR-2024-000348,2024-03-19,144,680.0,8052.67,Check,AR00000348,2024-03-19,11
349,CR-2024-000349,2024-03-20,145,,354.34,ACH,AR00000349,2024-03-22,115
350,CR-2024-000350,2024-03-19,146,,6582.11,Credit Card,AR00000350,2024-03-19,97
351,CR-2024-000351,2024-03-16,147,,5421.25,Credit Card,AR00000351,2024-03-16,11
352,CR-2024-000352,2024-03-22,148,,976.61,Credit Card,AR00000352,2024-03-24,115
353,CR-2024-000353,2024-03-21,149,,694.12,ACH,AR00000353,2024-03-22,97
354,CR-2024-000354,2024-03-12,150,,8521.4,Credit Card,AR00000354,2024-03-12,115
355,CR-2024-000355,2024-03-24,151,709.0,792.15,Credit Card,AR00000355,2024-03-25,115
356,CR-2024-000356,2024-03-24,152,,6213.99,Wire Transfer,AR00000356,2024-03-24,11
357,CR-2024-000357,2024-03-19,154,,22296.84,Check,AR00000357,2024-03-19,115
358,CR-2024-000358,2024-03-16,155,,4051.91,ACH,AR00000358,2024-03-17,97
359,CR-2024-000359,2024-03-14,156,,10472.31,Credit Card,AR00000359,2024-03-16,97
360,CR-2024-000360,2024-03-12,157,,1861.11,ACH,AR00000360,2024-03-14,97
361,CR-2024-000361,2024-03-16,158,240.0,5579.06,Credit Card,AR00000361,2024-03-18,115
362,CR-2024-000362,2024-03-23,159,,2584.52,Credit Card,AR00000362,2024-03-24,115
363,CR-2024-000363,2024-03-18,161,,53213.74,Wire Transfer,AR00000363,2024-03-20,97
364,CR-2024-000364,2024-03-19,162,,9173.2,ACH,AR00000364,2024-03-20,11
365,CR-2024-000365,2024-03-20,165,234.0,561.8,Check,AR00000365,2024-03-20,11
366,CR-2024-000366,2024-03-16,166,113.0,4515.3,Wire Transfer,AR00000366,2024-03-17,97
367,CR-2024-000367,2024-03-24,167,608.0,1332.11,Check,AR00000367,2024-03-24,11
368,CR-2024-000368,2024-03-14,170,,210.86,Credit Card,AR00000368,2024-03-15,115
369,CR-2024-000369,2024-03-20,171,,1955.44,Wire Transfer,AR00000369,2024-03-20,97
370,CR-2024-000370,2024-03-24,172,,1432.88,Wire Transfer,AR00000370,2024-03-25,11
371,CR-2024-000371,2024-03-16,173,,5621.11,Wire Transfer,AR00000371,2024-03-17,11
372,CR-2024-000372,2024-03-19,174,,11201.87,ACH,AR00000372,2024-03-20,11
373,CR-2024-000373,2024-03-20,175,,2812.3,Credit Card,AR00000373,2024-03-22,115
374,CR-2024-000374,2024-03-12,176,,1160.94,ACH,AR00000374,2024-03-14,115
375,CR-2024-000375,2024-03-10,179,,9507.32,Wire Transfer,AR00000375,2024-03-11,11
376,CR-2024-000376,2024-03-24,180,,2369.48,Wire Transfer,AR00000376,2024-03-24,97
377,CR-2024-000377,2024-03-23,181,,10251.91,Credit Card,AR00000377,2024-03-23,115
378,CR-2024-000378,2024-03-20,182,,16331.68,Check,AR00000378,2024-03-22,97
379,CR-2024-000379,2024-03-24,183,149.0,770.6,ACH,AR00000379,2024-03-25,11
380,CR-2024-000380,2024-03-21,184,,3383.12,Credit Card,AR00000380,2024-03-22,11
381,CR-2024-000381,2024-03-14,185,,9474.28,Wire Transfer,AR00000381,2024-03-14,115
382,CR-2024-000382,2024-03-22,186,587.0,1219.71,Check,AR00000382,2024-03-22,97
383,CR-2024-000383,2024-03-11,187,,9254.99,Credit Card,AR00000383,2024-03-13,97
384,CR-2024-000384,2024-03-16,188,,12291.92,Wire Transfer,AR00000384,2024-03-17,11
385,CR-2024-000385,2024-03-21,189,,164.56,Wire Transfer,AR00000385,2024-03-22,11
386,CR-2024-000386,2024-03-19,191,237.0,3048.29,Check,AR00000386,2024-03-19,11
387,CR-2024-000387,2024-03-20,192,,28874.03,Wire Transfer,AR00000387,2024-03-22,11
388,CR-2024-000388,2024-03-19,193,,18854.47,Check,AR00000388,2024-03-21,115
389,CR-2024-000389,2024-03-12,194,,43653.68,Check,AR00000389,2024-03-13,115
390,CR-2024-000390,2024-03-18,196,,7046.97,ACH,AR00000390,2024-03-19,115
391,CR-2024-000391,2024-03-11,197,,10561.92,Wire Transfer,AR00000391,2024-03-13,115
392,CR-2024-000392,2024-03-17,198,,31662.65,Wire Transfer,AR00000392,2024-03-18,97
393,CR-2024-000393,2024-03-19,199,,18732.92,Wire Transfer,AR00000393,2024-03-21,11
394,CR-2024-000394,2024-03-19,200,,18945.87,Credit Card,AR00000394,2024-03-19,11
395,CR-2024-000395,2024-03-19,201,,2579.88,Credit Card,AR00000395,2024-03-21,97
396,CR-2024-000396,2024-03-16,202,,36419.83,ACH,AR00000396,2024-03-16,115
397,CR-2024-000397,2024-03-16,204,,34693.99,Check,AR00000397,2024-03-18,11
398,CR-2024-000398,2024-03-18,205,,38369.96,ACH,AR00000398,2024-03-20,11
399,CR-2024-000399,2024-03-18,206,,7966.29,Credit Card,AR00000399,2024-03-20,115
400,CR-2024-000400,2024-03-17,207,,2080.12,Wire Transfer,AR00000400,2024-03-19,97
401,CR-2024-000401,2024-03-20,208,,20018.54,Check,AR00000401,2024-03-22,115
402,CR-2024-000402,2024-03-22,208,,42796.11,Credit Card,AR00000402,2024-03-22,115
403,CR-2024-000403,2024-03-18,209,,15577.25,Check,AR00000403,2024-03-20,115
404,CR-2024-000404,2024-03-19,211,,12042.13,Wire Transfer,AR00000404,2024-03-20,11
405,CR-2024-000405,2024-04-12,198,,2800.32,Credit Card,DEP00000405,2024-04-12,115
406,CR-2024-000406,2024-04-21,186,587.0,1726.65,Wire Transfer,DEP00000406,2024-04-21,97
407,CR-2024-000407,2024-04-10,141,362.0,1957.09,ACH,DEP00000407,2024-04-10,11
408,CR-2024-000408,2024-04-18,202,,4195.66,Wire Transfer,DEP00000408,2024-04-18,11
409,CR-2024-000409,2024-04-22,105,,2323.4,Wire Transfer,DEP00000409,2024-04-22,115
410,CR-2024-000410,2024-04-15,174,313.0,1356.51,Check,DEP00000410,2024-04-15,115
411,CR-2024-000411,2024-04-12,1,,55419.7,Check,AR00000411,2024-04-12,115
412,CR-2024-000412,2024-04-18,2,,904.52,Wire Transfer,AR00000412,2024-04-19,11
413,CR-2024-000413,2024-04-16,3,,2792.78,Credit Card,AR00000413,2024-04-17,115
414,CR-2024-000414,2024-04-13,4,,8732.07,ACH,AR00000414,2024-04-13,97
415,CR-2024-000415,2024-04-12,5,,1031.27,Credit Card,AR00000415,2024-04-14,11
416,CR-2024-000416,2024-04-21,6,,3190.17,Check,AR00000416,2024-04-22,11
417,CR-2024-000417,2024-04-18,7,,5892.64,ACH,AR00000417,2024-04-20,115
418,CR-2024-000418,2024-04-16,8,,8234.0,Credit Card,AR00000418,2024-04-16,11
419,CR-2024-000419,2024-04-16,9,,24342.9,Credit Card,AR00000419,2024-04-18,97
420,CR-2024-000420,2024-04-17,10,,5581.22,Check,AR00000420,2024-04-19,115
421,CR-2024-000421,2024-04-11,11,,5838.14,Credit Card,AR00000421,2024-04-13,97
422,CR-2024-000422,2024-04-14,12,,2266.51,ACH,AR00000422,2024-04-14,11
423,CR-2024-000423,2024-04-14,13,,26004.49,Wire Transfer,AR00000423,2024-04-14,115
424,CR-2024-000424,2024-04-17,14,,3130.56,Check,AR00000424,2024-04-17,11
425,CR-2024-000425,2024-04-20,15,,6724.86,ACH,AR00000425,2024-04-22,115
426,CR-2024-000426,2024-04-20,17,,5725.76,Credit Card,AR00000426,2024-04-21,11
427,CR-2024-000427,2024-04-20,18,,15190.86,Check,AR00000427,2024-04-21,115
428,CR-2024-000428,2024-04-20,19,,24160.75,Credit Card,AR00000428,2024-04-20,11
429,CR-2024-000429,2024-04-12,20,,20641.96,Credit Card,AR00000429,2024-04-14,11
430,CR-2024-000430,2024-04-17,21,,13817.3,Credit Card,AR00000430,2024-04-18,11
431,CR-2024-000431,2024-04-13,22,,10534.77,ACH,AR00000431,2024-04-14,115
432,CR-2024-000432,2024-04-18,23,,12527.99,Check,AR00000432,2024-04-18,97
433,CR-2024-000433,2024-04-20,24,,11761.6,Check,AR00000433,2024-04-21,115
434,CR-2024-000434,2024-04-13,25,,1936.25,Wire Transfer,AR00000434,2024-04-13,115
435,CR-2024-000435,2024-04-13,26,707.0,5950.01,Check,AR00000435,2024-04-15,115
436,CR-2024-000436,2024-04-19,27,,8717.72,Check,AR00000436,2024-04-19,97
437,CR-2024-000437,2024-04-17,29,,7788.68,Wire Transfer,AR00000437,2024-04-18,97
438,CR-2024-000438,2024-04-13,30,,9858.74,Check,AR00000438,2024-04-15,11
439,CR-2024-000439,2024-04-17,31,,3055.39,ACH,AR00000439,2024-04-18,115
440,CR-2024-000440,2024-04-18,32,,21289.2,Check,AR00000440,2024-04-20,97
441,CR-2024-000441,2024-04-10,33,,5357.26,ACH,AR00000441,2024-04-10,97
442,CR-2024-000442,2024-04-12,34,,49618.56,Wire Transfer,AR00000442,2024-04-14,115
443,CR-2024-000443,2024-04-16,35,,3813.87,Wire Transfer,AR00000443,2024-04-18,97
444,CR-2024-000444,2024-04-20,36,,2679.87,Credit Card,AR00000444,2024-04-22,11
445,CR-2024-000445,2024-04-18,37,,24273.73,ACH,AR00000445,2024-04-18,115
446,CR-2024-000446,2024-04-18,38,,3316.14,Check,AR00000446,2024-04-18,11
447,CR-2024-000447,2024-04-13,39,,8713.15,Credit Card,AR00000447,2024-04-15,115
448,CR-2024-000448,2024-04-21,42,,564.82,ACH,AR00000448,2024-04-21,115
449,CR-2024-000449,2024-04-17,43,,12009.12,Credit Card,AR00000449,2024-04-17,11
450,CR-2024-000450,2024-04-18,44,,22142.12,Wire Transfer,AR00000450,2024-04-20,11
451,CR-2024-000451,2024-04-13,45,,7502.45,Credit Card,AR00000451,2024-04-14,11
452,CR-2024-000452,2024-04-19,46,,24828.52,Check,AR00000452,2024-04-21,97
453,CR-2024-000453,2024-04-22,47,,217.82,Check,AR00000453,2024-04-22,115
454,CR-2024-000454,2024-04-17,48,,7175.93,ACH,AR00000454,2024-04-18,11
455,CR-2024-000455,2024-04-12,49,,5107.08,Credit Card,AR00000455,2024-04-13,115
456,CR-2024-000456,2024-04-14,50,,2668.33,Wire Transfer,AR00000456,2024-04-16,97
457,CR-2024-000457,2024-04-16,51,,24560.83,Check,AR00000457,2024-04-18,115
458,CR-2024-000458,2024-04-21,52,485.0,797.62,Check,AR00000458,2024-04-23,11
459,CR-2024-000459,2024-04-18,53,,2586.36,ACH,AR00000459,2024-04-18,97
460,CR-2024-000460,2024-04-19,55,1035.0,3842.71,Wire Transfer,AR00000460,2024-04-19,97
461,CR-2024-000461,2024-04-20,56,,3765.95,Check,AR00000461,2024-04-22,97
462,CR-2024-000462,2024-04-17,57,,7216.19,Check,AR00000462,2024-04-18,115
463,CR-2024-000463,2024-04-18,58,,1599.54,ACH,AR00000463,2024-04-19,11
464,CR-2024-000464,2024-04-12,59,,1178.99,ACH,AR00000464,2024-04-14,97
465,CR-2024-000465,2024-04-19,60,,5935.66,Check,AR00000465,2024-04-21,11
466,CR-2024-000466,2024-04-21,61,,763.5,Wire Transfer,AR00000466,2024-04-22,115
467,CR-2024-000467,2024-04-14,62,,20085.69,Check,AR00000467,2024-04-15,97
468,CR-2024-000468,2024-04-12,63,,3271.73,Check,AR00000468,2024-04-12,97
469,CR-2024-000469,2024-04-18,65,,10168.51,ACH,AR00000469,2024-04-19,11
470,CR-2024-000470,2024-04-18,67,,15750.45,Credit Card,AR00000470,2024-04-18,115
471,CR-2024-000471,2024-04-11,68,,7346.34,Credit Card,AR00000471,2024-04-12,11
472,CR-2024-000472,2024-04-16,69,,5995.09,Check,AR00000472,2024-04-18,115
473,CR-2024-000473,2024-04-20,70,,9003.5,Check,AR00000473,2024-04-21,115
474,CR-2024-000474,2024-04-14,72,,40510.37,Credit Card,AR00000474,2024-04-14,97
475,CR-2024-000475,2024-04-16,73,,4358.86,ACH,AR00000475,2024-04-18,115
476,CR-2024-000476,2024-04-12,74,,2921.8,Wire Transfer,AR00000476,2024-04-14,11
477,CR-2024-000477,2024-04-16,75,,10852.73,Wire Transfer,AR00000477,2024-04-17,115
478,CR-2024-000478,2024-04-10,76,611.0,373.75,Check,AR00000478,2024-04-11,97
479,CR-2024-000479,2024-04-13,78,,10569.12,Wire Transfer,AR00000479,2024-04-15,97
480,CR-2024-000480,2024-04-20,79,,9811.26,ACH,AR00000480,2024-04-20,97
481,CR-2024-000481,2024-04-24,80,,1610.7,Credit Card,AR00000481,2024-04-25,97
482,CR-2024-000482,2024-04-17,81,,31914.12,ACH,AR00000482,2024-04-17,11
483,CR-2024-000483,2024-04-14,82,,7964.26,Check,AR00000483,2024-04-15,115
484,CR-2024-000484,2024-04-11,83,,10982.17,Check,AR00000484,2024-04-11,97
485,CR-2024-000485,2024-04-20,84,,8749.89,Credit Card,AR00000485,2024-04-20,11
486,CR-2024-000486,2024-04-14,85,242.0,1458.93,ACH,AR00000486,2024-04-14,11
487,CR-2024-000487,2024-04-17,86,,24449.67,Credit Card,AR00000487,2024-04-17,97
488,CR-2024-000488,2024-04-17,87,,18314.08,Check,AR00000488,2024-04-18,97
489,CR-2024-000489,2024-04-17,88,,19055.28,Wire Transfer,AR00000489,2024-04-17,97
490,CR-2024-000490,2024-04-17,89,,3724.14,ACH,AR00000490,2024-04-18,11
491,CR-2024-000491,2024-04-20,90,,946.91,Check,AR00000491,2024-04-22,11
492,CR-2024-000492,2024-04-20,92,245.0,3357.89,Wire Transfer,AR00000492,2024-04-20,115
493,CR-2024-000493,2024-04-07,93,,260.67,Check,AR00000493,2024-04-09,97
494,CR-2024-000494,2024-04-14,95,,9361.25,Wire Transfer,AR00000494,2024-04-14,11
495,CR-2024-000495,2024-04-17,96,,24021.07,ACH,AR00000495,2024-04-17,97
496,CR-2024-000496,2024-04-23,97,1637.0,566.4,ACH,AR00000496,2024-04-24,115
497,CR-2024-000497,2024-04-11,98,,13057.7,ACH,AR00000497,2024-04-13,97
498,CR-2024-000498,2024-04-17,99,,8955.33,Wire Transfer,AR00000498,2024-04-18,11
499,CR-2024-000499,2024-04-16,100,,5037.93,ACH,AR00000499,2024-04-18,11
500,CR-2024-000500,2024-04-12,101,,4704.9,Check,AR00000500,2024-04-13,115
501,CR-2024-000501,2024-04-20,102,1060.0,3142.1,Credit Card,AR00000501,2024-04-21,115
502,CR-2024-000502,2024-04-23,103,,343.16,Credit Card,AR00000502,2024-04-23,97
503,CR-2024-000503,2024-04-14,104,,34041.66,Check,AR00000503,2024-04-16,115
504,CR-2024-000504,2024-04-24,105,,3567.62,Credit Card,AR00000504,2024-04-25,11
505,CR-2024-000505,2024-04-12,106,,53534.85,Wire Transfer,AR00000505,2024-04-12,97
506,CR-2024-000506,2024-04-14,107,,3123.67,Check,AR00000506,2024-04-15,115
507,CR-2024-000507,2024-04-12,108,,7329.8,Check,AR00000507,2024-04-13,97
508,CR-2024-000508,2024-04-11,109,,4414.36,Check,AR00000508,2024-04-13,11
509,CR-2024-000509,2024-04-10,110,,14949.12,ACH,AR00000509,2024-04-10,11
510,CR-2024-000510,2024-04-23,111,,932.42,Check,AR00000510,2024-04-24,97
511,CR-2024-000511,2024-04-20,112,,7279.3,Wire Transfer,AR00000511,2024-04-22,97
512,CR-2024-000512,2024-04-12,113,,19775.71,Check,AR00000512,2024-04-13,97
513,CR-2024-000513,2024-04-14,114,,6545.84,Wire Transfer,AR00000513,2024-04-14,97
514,CR-2024-000514,2024-04-08,115,,12952.67,ACH,AR00000514,2024-04-10,97
515,CR-2024-000515,2024-04-11,116,,11349.1,Check,AR00000515,2024-04-12,115
516,CR-2024-000516,2024-04-19,117,,3306.01,Wire Transfer,AR00000516,2024-04-19,11
517,CR-2024-000517,2024-04-13,118,,23850.61,Credit Card,AR00000517,2024-04-15,11
518,CR-2024-000518,2024-04-10,119,,17828.97,Check,AR00000518,2024-04-10,11
519,CR-2024-000519,2024-04-12,120,,23769.52,Check,AR00000519,2024-04-14,11
520,CR-2024-000520,2024-04-09,121,,1338.54,Wire Transfer,AR00000520,2024-04-09,97
521,CR-2024-000521,2024-04-13,122,,228.3,Credit Card,AR00000521,2024-04-15,115
522,CR-2024-000522,2024-04-11,123,,6430.1,Check,AR00000522,2024-04-12,115
523,CR-2024-000523,2024-04-12,124,,21561.8,Wire Transfer,AR00000523,2024-04-13,97
524,CR-2024-000524,2024-04-12,125,,16386.19,Credit Card,AR00000524,2024-04-13,97
525,CR-2024-000525,2024-04-18,127,,4021.38,Check,AR00000525,2024-04-19,115
526,CR-2024-000526,2024-04-16,128,,25979.1,Wire Transfer,AR00000526,2024-04-17,115
527,CR-2024-000527,2024-04-19,129,,35226.9,ACH,AR00000527,2024-04-19,115
528,CR-2024-000528,2024-04-14,130,,7092.79,Credit Card,AR00000528,2024-04-15,11
529,CR-2024-000529,2024-04-19,131,,13296.89,Credit Card,AR00000529,2024-04-21,11
530,CR-2024-000530,2024-04-23,132,,313.0,Wire Transfer,AR00000530,2024-04-25,97
531,CR-2024-000531,2024-04-20,133,,14387.03,Wire Transfer,AR00000531,2024-04-21,115
532,CR-2024-000532,2024-04-22,135,,219.37,Wire Transfer,AR00000532,2024-04-24,11
533,CR-2024-000533,2024-04-10,136,,19707.24,Credit Card,AR00000533,2024-04-11,11
534,CR-2024-000534,2024-04-17,138,,32868.6,Check,AR00000534,2024-04-19,97
535,CR-2024-000535,2024-04-18,139,,19212.38,ACH,AR00000535,2024-04-18,97
536,CR-2024-000536,2024-04-11,140,,6646.7,ACH,AR00000536,2024-04-11,97
537,CR-2024-000537,2024-04-10,141,,57747.27,ACH,AR00000537,2024-04-12,11
538,CR-2024-000538,2024-04-12,142,,2811.83,Check,AR00000538,2024-04-12,115
539,CR-2024-000539,2024-04-19,143,,5875.78,Wire Transfer,AR00000539,2024-04-21,115
540,CR-2024-000540,2024-04-11,144,,18431.86,ACH,AR00000540,2024-04-11,115
541,CR-2024-000541,2024-04-22,145,,1413.6,ACH,AR00000541,2024-04-23,11
542,CR-2024-000542,2024-04-10,146,,4155.0,ACH,AR00000542,2024-04-10,97
543,CR-2024-000543,2024-04-12,147,291.0,1613.97,Check,AR00000543,2024-04-14,11
544,CR-2024-000544,2024-04-20,148,,3774.9,Check,AR00000544,2024-04-21,97
545,CR-2024-000545,2024-04-19,149,,5880.02,Wire Transfer,AR00000545,2024-04-19,97
546,CR-2024-000546,2024-04-16,150,,17829.92,ACH,AR00000546,2024-04-16,11
547,CR-2024-000547,2024-04-19,151,,3826.39,Wire Transfer,AR00000547,2024-04-19,115
548,CR-2024-000548,2024-04-16,152,,23442.12,Check,AR00000548,2024-04-17,115
549,CR-2024-000549,2024-04-14,154,,19305.32,Wire Transfer,AR00000549,2024-04-14,97
550,CR-2024-000550,2024-04-14,155,,2450.23,Credit Card,AR00000550,2024-04-16,11
551,CR-2024-000551,2024-04-10,156,,6847.6,Credit Card,AR00000551,2024-04-12,115
552,CR-2024-000552,2024-04-19,157,,8515.87,Check,AR00000552,2024-04-20,115
553,CR-2024-000553,2024-04-20,158,,1990.39,ACH,AR00000553,2024-04-20,11
554,CR-2024-000554,2024-04-20,159,,19342.11,ACH,AR00000554,2024-04-22,97
555,CR-2024-000555,2024-04-24,160,,208.83,Wire Transfer,AR00000555,2024-04-26,97
556,CR-2024-000556,2024-04-12,161,,45981.57,Wire Transfer,AR00000556,2024-04-14,11
557,CR-2024-000557,2024-04-13,162,,20342.52,ACH,AR00000557,2024-04-14,115
558,CR-2024-000558,2024-04-16,165,,4822.88,Wire Transfer,AR00000558,2024-04-17,115
559,CR-2024-000559,2024-04-13,166,,6447.42,Check,AR00000559,2024-04-15,97
560,CR-2024-000560,2024-04-18,167,,3683.53,Check,AR00000560,2024-04-18,11
561,CR-2024-000561,2024-04-07,170,,42.84,Wire Transfer,AR00000561,2024-04-07,115
562,CR-2024-000562,2024-04-18,171,,4135.14,Wire Transfer,AR00000562,2024-04-19,115
563,CR-2024-000563,2024-04-20,172,,7056.51,Wire Transfer,AR00000563,2024-04-22,115
564,CR-2024-000564,2024-04-18,173,,20573.37,Check,AR00000564,2024-04-19,115
565,CR-2024-000565,2024-04-20,174,,20592.64,Wire Transfer,AR00000565,2024-04-20,11
566,CR-2024-000566,2024-04-12,175,268.0,991.81,Check,AR00000566,2024-04-14,11
567,CR-2024-000567,2024-04-07,176,,394.06,ACH,AR00000567,2024-04-07,11
568,CR-2024-000568,2024-04-21,177,827.0,1568.53,ACH,AR00000568,2024-04-23,97
569,CR-2024-000569,2024-04-18,179,,24500.93,Credit Card,AR00000569,2024-04-20,115
570,CR-2024-000570,2024-04-16,180,,9978.43,Credit Card,AR00000570,2024-04-17,115
571,CR-2024-000571,2024-04-17,181,,37279.66,Wire Transfer,AR00000571,2024-04-17,115
572,CR-2024-000572,2024-04-11,182,,19734.6,Check,AR00000572,2024-04-13,11
573,CR-2024-000573,2024-04-18,183,,5768.49,Credit Card,AR00000573,2024-04-18,11
574,CR-2024-000574,2024-04-17,184,,13259.48,Credit Card,AR00000574,2024-04-19,97
575,CR-2024-000575,2024-04-19,185,,15164.15,Credit Card,AR00000575,2024-04-19,115
576,CR-2024-000576,2024-04-19,186,,8570.16,Wire Transfer,AR00000576,2024-04-20,97
577,CR-2024-000577,2024-04-10,187,,4015.42,Credit Card,AR00000577,2024-04-11,97
578,CR-2024-000578,2024-04-14,188,,12050.15,Wire Transfer,AR00000578,2024-04-15,115
579,CR-2024-000579,2024-04-23,189,,1596.38,ACH,AR00000579,2024-04-24,115
580,CR-2024-000580,2024-04-12,191,,1310.72,Check,AR00000580,2024-04-13,97
581,CR-2024-000581,2024-04-12,192,,12354.85,Credit Card,AR00000581,2024-04-13,11
582,CR-2024-000582,2024-04-13,193,,10063.51,ACH,AR00000582,2024-04-14,97
